 Mean of the integrated profile, Standard deviation of the integrated profile, Excess kurtosis of the integrated profile, Skewness of the integrated profile, Mean of the DM-SNR curve, Standard deviation of the DM-SNR curve, Excess kurtosis of the DM-SNR curve, Skewness of the DM-SNR curve
98.1875,43.7745913,0.445107873,0.321881912,2.2892976590000003,14.302919199999998,9.7158364,122.31013899999999
132.5078125,67.45310826,-0.231306664,-1.059229377,188.0794314,49.22589265,-1.390586203,1.731152391
111.609375,50.09962487,0.059653677999999995,-0.10979608,2.644648829,20.59706557,8.61996355,78.614817
111.578125,47.89973404,0.294649006,0.200201431,4.816053512,29.93967642,6.61701284,43.81633485
112.859375,55.10625168,0.174766173,-0.40401916299999996,3.032608696,19.69431374,7.2662522570000005,58.03777067
150.8671875,46.12624847,-0.11236904,0.135177615,3.6914715719999998,19.23288783,7.459354529,68.72485208
129.6171875,47.77439185,0.11430847699999999,0.066342183,2.135451505,14.16836344,10.4581481,139.0891493
95.5390625,46.23089172,0.5991538479999999,1.2925315370000001,1.509197324,10.88826264,14.06443786,271.06958619999995
110.0234375,41.12432842,0.36020389,0.457952387,1.797658863,16.04177848,11.45351851,146.2697753
119.4609375,51.2304692,-0.058577693,-0.26318460899999996,23.2909699,50.58871428,1.974391061,2.5826790319999997
145.25,54.56189146,-0.13227502300000002,-0.41138849200000005,5.841137123999999,30.47458802,5.917845400000001,36.01109962
72.671875,38.96916036,0.878137478,2.472894826,3.68729097,27.03811021,7.55053002,56.77801133
130.703125,49.72932349,0.061423919,0.006931417,2.364548495,17.83389207,9.427854344,98.75343172
101.03125,41.84848741,0.42400823600000004,0.905819515,1.258361204,14.71624493,12.7874928,172.52432130000003
103.859375,47.13374163,-0.003959364,-0.043574910999999994,2.526755853,14.97350346,8.620333279,98.50962069
115.21875,37.40027103,0.21013295899999998,1.5401305159999998,2.580267559,15.47825355,8.25932074,88.63415807
92.328125,38.69151017,0.532109398,1.6694395659999999,3.660535117,24.73221427,7.24769215,54.05264117
103.9296875,43.22798999,0.51647125,0.7946958000000001,2.27173913,18.58242698,9.557851487999999,99.44496733
73.4765625,46.71321495,1.850355445,4.574529137,7.2867892979999995,37.19435791,5.099236357,24.67882618
121.453125,49.54541152,0.22367795899999998,0.334338894,3.8561872910000004,20.79203572,6.9552010310000005,56.63082053
115.6015625,40.13733063,0.361587978,1.074372539,3.810200669,20.96178071,7.479347035,65.26073689
134.9140625,50.04154951,-0.035829587999999996,-0.093891055,2.64632107,18.47852848,8.696451341,84.89208644
109.8515625,42.05466863,0.792593186,1.2072361809999999,2.351170569,18.91541877,9.267976425,91.02932854
135.375,60.57665598,-0.070604346,-0.6771925740000001,1.394648829,13.34253282,12.55997512,185.7172978
