 Mean of the integrated profile, Standard deviation of the integrated profile, Excess kurtosis of the integrated profile, Skewness of the integrated profile, Mean of the DM-SNR curve, Standard deviation of the DM-SNR curve, Excess kurtosis of the DM-SNR curve, Skewness of the DM-SNR curve
111.2109375,38.62998599,0.212744228,1.297680872,2.336956522,19.62250786,9.882153178,105.0040294
139.6875,45.73236511,-0.09970265199999999,-0.173114678,99.17140468,89.87525665,-0.165798884,-1.9048582859999998
135.953125,46.87730984,0.108746126,-0.011254562,2.2015050169999997,17.19561947,8.98690529,90.15211043
99.890625,47.72990977,0.570213627,0.278228949,2.431438127,19.64746526,8.955801487,84.16528711
148.3203125,51.81531711,-0.341429395,0.126373096,5.8979933110000005,32.70852265,5.426648725,27.86195534
89.0859375,38.99720089,0.255870722,1.627648037,3.336120401,16.89003584,7.278727355,68.67160351
132.7265625,52.18966535,0.38494762,-0.30264947600000003,2.991638796,22.14749728,8.2024656,71.18111082
107.9609375,36.57406918,0.223428932,1.3464491719999998,2.242474916,14.96544745,9.613356653,113.9969631
127.703125,58.42427783,-0.09645868099999999,-0.544716348,1.107859532,12.70974813,15.88535622,272.7822037
114.0078125,40.89515866,-0.17845139,0.840849603,3.096989967,22.49527541,8.019900861,67.81135397
119.484375,48.76505927,0.03146022,-0.112167573,0.99916388,9.279612239,19.20623018,479.7565669
108.1875,33.57727794,0.38243247,2.726044645,6.3520066889999995,32.86468667,5.498241734,30.23470193
111.0078125,49.52548209,0.23237183,0.018906116,2.04180602,15.46913827,9.844001042999999,115.02617509999999
135.8984375,50.39001635,-0.06782552,-0.383874471,4.1948160539999995,20.40385743,6.780406577000001,56.31619467
133.046875,53.53297164,-0.025509259,-0.27310444100000003,11.09280936,42.17233217,4.156569478,16.51694845
138.6796875,50.06947261,-0.17266002100000002,0.150376599,1.434782609,15.69419063,12.06878675,153.2354199
86.15625,40.2131892,0.587122984,1.599774026,1.6831103680000001,17.02994851,11.38772579,138.3898553
139.6015625,50.04300336,-0.15564061199999998,-0.14739491400000002,2.72993311,14.55860514,8.588724632,102.61457759999999
77.8984375,38.74875801,0.7791515929999999,2.561157096,3.944816054,24.90836648,6.990856998,51.37894448
101.4453125,52.10878174,0.45806688700000003,-0.068505074,1.852842809,12.43451409,10.98479204,168.0331732
110.109375,41.31816988,0.09486039800000001,0.68311261,1.010033445,13.02627521,14.66651082,231.2041363
114.40625,45.64527589,0.043662775,0.114669323,2.091973244,13.2924364,9.921934242,136.5427469
107.9140625,37.32940935,0.302724455,1.580897871,3.927257525,24.92434491,6.711611127,46.22259045
142.1875,44.90471683,-0.20271984199999998,0.357344451,2.89632107,17.8024073,7.626947786000001,68.49727964
65.171875,35.42820852,1.93486177,7.960342671,3.4556856189999996,23.11471052,7.721696559,62.95571139999999
113.3359375,52.30354274,0.168922513,-0.628530945,4.128762542,26.7006534,6.6879216239999995,44.8819509
40.7890625,30.65678258,5.1134810580000005,32.75232488,55.21237458,78.39269585,1.161472115,0.003675747
123.0078125,51.40669583,0.25379260600000003,-0.185199888,2.178929766,16.0028663,10.35068398,125.76995339999999
106.6484375,56.14136591,0.393052433,-0.470738576,3.7759197319999998,23.72878293,7.048874018999999,53.01416346
86.2421875,34.71462815,0.7722808959999999,3.534833873,2.173076923,13.50316367,10.59176765,148.69153980000002
96.4296875,43.7329759,0.5456977510000001,0.602565393,1.015050167,10.44966151,15.59347935,316.01154110000004
121.296875,56.86598272,0.144950104,-0.39095922,2.023411371,13.09143764,11.43484881,171.2363436
132.484375,50.54422327,-0.145306311,-0.248094662,5.508361204,28.85639273,5.809022473,35.23884439
79.0703125,43.38385781,1.584939782,3.8850980039999996,34.217391299999996,64.41764776,1.718283135,1.680739323
108.4140625,39.49674182,0.598464225,1.268669526,0.588628763,8.21693767,25.83057657,771.1912298999999
130.6328125,46.77637476,0.063338503,-0.133238981,2.088628763,14.22574229,10.34620191,133.8378525
143.2578125,50.85629971,-0.227542776,-0.08870822099999999,1.6730769230000002,11.85070074,12.205321699999999,203.8388841
129.03125,43.08275784,-0.093376427,-0.067343625,96.14715719,84.74410675,-0.21674755399999998,-1.872803961
133.421875,47.3331955,-0.062597928,0.087274752,2.3779264209999997,13.95541088,9.853659415,132.1169003
104.1484375,40.58692251,0.330398255,0.997289544,1.572742475,13.811580599999997,11.72506303,162.5887058
146.15625,58.79498776,-0.495959408,-0.257136345,53.79765886,76.64411433,1.05774351,-0.431237893
101.53125,46.39469553,0.23618863699999998,0.187751809,3.8010033439999997,21.83586229,7.060129859,55.3261225
135.9609375,45.43236772,0.036673166,0.113780829,55.45401338,79.7834573,0.859006816,-1.04303387
