0,1,2,3,4,5,6,7
-1.2552052349791791,1.4238056158422667,2.2063278842384624,0.47846736662399225,-0.7069943288706749,-0.7861936207594983,5.094612706392265,10.106421245197332
-1.3658536585365855,0.3156069539083683,2.501784236128031,1.9016950813406022,53.19541586799201,3.515153196715631,-2.1853376104314157,-0.7626539194947464
-2.206722189173111,4.483809788960788,2.664753493320489,-0.09306691053774357,52.42816635289137,3.3271727334278305,-2.046313937200162,-0.784885784407539
-2.5157644259369425,-0.8983857326132568,6.576038059517033,10.27593050659953,53.500708885336856,2.338315473877227,-2.028048518884299,-0.7808485922073962
-1.4982153480071385,-1.4670032136532296,1.5288269993041141,3.7605511138196213,-0.6798204158748099,-0.7380708470923807,3.8655450687267563,7.065026420622195
-1.8747769185008922,-0.7179395778060104,4.1367911065586025,4.5632673888672945,37.54678637472115,1.4003009836164737,-1.6573132393758108,-0.7915224577747499
-1.4408090422367639,-1.163964351692834,1.3853643724799267,2.4882397413232336,-0.6597353497474316,-0.7033811416053539,3.256415505320531,5.61118155856623
-1.2697798929208803,3.2703595803638112,1.790884861060235,-0.7327471068049531,36.81923439439708,3.3763777824497114,-1.8602388162224381,-0.8017060849697718
0.22337894110648424,3.2128947847276166,-0.44775506600873083,-1.3824162883189235,45.802930062595216,4.366004981345843,-1.951217491907181,-0.7990187787335061
-0.7659131469363474,-0.10385765606882276,1.6482324340964882,0.9553487134390625,44.692107730155556,2.2806631660119057,-1.9562797766807651,-0.7903746860109881
-0.4116597263533611,1.2789647871100707,1.4238186890711075,-0.4042392709738166,40.01465027651952,2.080794751076993,-1.7533069254348412,-0.8061887011154998
-1.946162998215348,-1.0956193908145127,2.2519235655707868,3.1724961315032885,18.987476367762778,3.658027628496286,-1.596307127120289,-0.8038946359404185
-2.197204045211184,-1.452610398246763,4.998942692466366,8.870917240590115,26.378071829029427,4.406249593318942,-1.646149347192118,-0.8079389595075644
-0.4303985722784057,2.1651566222758407,0.2183188048316194,-1.193569058628331,41.15406427199831,5.743243122322897,-1.837784562330269,-0.8125472683826417
-1.549970255800119,3.4764794200028306,2.0290217480711417,-0.5204632461473386,10.561200377088515,2.2006444786722557,-1.4603353147732754,-0.7824605512228614
0.2135633551457466,1.3381263883539818,-0.18368381355458707,-0.9808856733630469,45.79276937564023,4.288582980106977,-1.9865843513595947,-0.7952086818526097
